Event Name,Event Date,Result,Fighter1,Fighter2,KD,Strikes,TD,Sub,Weight Class,Method,Round,Time,rand,Fighter1_Fighter2
UFC Fight Night: Hermansson vs. Strickland,5-Feb-22,Phil Rowe,Phil Rowe,Jason Witt,Jan-00,8-Aug,0-4,0-0,Welterweight,KO/TKO-Punches,2,2:15,0.793245343,Jason Witt
UFC Fight Night: Hermansson vs. Strickland,5-Feb-22,Malcolm Gordon,Malcolm Gordon,Denys Bondar,0-0,4-Mar,1-Jan,Jan-00,Flyweight,KO/TKO,1,1:22,0.350295999,Malcolm Gordon
UFC 270: Ngannou vs. Gane,22-Jan-22,Francis Ngannou,Francis Ngannou,Ciryl Gane,0-0,43-63,1-Apr,0-3,Heavyweight,U-DEC,5,5:00,0.16590099,Francis Ngannou
UFC 270: Ngannou vs. Gane,22-Jan-22,Deiveson Figueiredo,Deiveson Figueiredo,Brandon Moreno,Mar-00,86-105,1-Feb,0-0,Flyweight,U-DEC,5,5:00,0.300395505,Deiveson Figueiredo
UFC 270: Ngannou vs. Gane,22-Jan-22,Michel Pereira,Michel Pereira,Andre Fialho,0-0,107-45,Jan-00,0-0,Welterweight,U-DEC,3,5:00,0.748425036,Andre Fialho
UFC 270: Ngannou vs. Gane,22-Jan-22,Said Nurmagomedov,Said Nurmagomedov,Cody Stamann,0-0,1-Jul,0-0,Jan-00,Bantamweight,SUB-Guillotine-Choke,1,0:47,0.77154973,Cody Stamann
UFC 270: Ngannou vs. Gane,22-Jan-22,Michael Morales,Michael Morales,Trevin Giles,Jan-00,26-8,0-1,0-1,Welterweight,KO/TKO-Punches,1,4:06,0.273166681,Michael Morales
UFC 270: Ngannou vs. Gane,22-Jan-22,Victor Henry,Victor Henry,Raoni Barcelos,0-0,181-134,0-1,0-0,Bantamweight,U-DEC,3,5:00,0.683109252,Raoni Barcelos
UFC 270: Ngannou vs. Gane,22-Jan-22,Jack Della Maddalena,Jack Della Maddalena,Pete Rodriguez,Jan-00,43-25,0-0,0-0,Welterweight,KO/TKO-Punch,1,2:59,0.374340288,Jack Della Maddalena
UFC 270: Ngannou vs. Gane,22-Jan-22,Tony Gravely,Tony Gravely,Saimon Oliveira,0-0,46-35,Nov-00,0-4,Bantamweight,U-DEC,3,5:00,0.535511219,Saimon Oliveira
UFC 270: Ngannou vs. Gane,22-Jan-22,Matt Frevola,Matt Frevola,Genaro Valdez,Apr-00,60-10,0-0,0-0,Lightweight,KO/TKO-Punches,1,3:15,0.668492339,Genaro Valdez
UFC 270: Ngannou vs. Gane,22-Jan-22,Vanessa Demopoulos,Vanessa Demopoulos,Silvana Gomez Juarez,0-1,10-Apr,0-0,Feb-00,Women's Strawweight,SUB-Armbar,1,2:25,0.180040479,Vanessa Demopoulos
UFC 270: Ngannou vs. Gane,22-Jan-22,Jasmine Jasudavicius,Jasmine Jasudavicius,Kay Hansen,0-0,50-44,1-Feb,0-0,Women's Flyweight,U-DEC,3,5:00,0.178677791,Jasmine Jasudavicius
UFC Fight Night: Kattar vs. Chikadze,15-Jan-22,Calvin Kattar,Calvin Kattar,Giga Chikadze,Jan-00,144-128,Feb-00,Jan-00,Featherweight,U-DEC,5,5:00,0.647680048,Giga Chikadze
UFC Fight Night: Kattar vs. Chikadze,15-Jan-22,Jake Collier,Jake Collier,Chase Sherman,0-0,20-10,Jan-00,Jan-00,Heavyweight,SUB-Rear-Naked-Choke,1,2:26,0.905231022,Chase Sherman
UFC Fight Night: Kattar vs. Chikadze,15-Jan-22,Brandon Royval,Brandon Royval,Rogerio Bontorin,0-0,40-28,0-8,Mar-00,Flyweight,S-DEC,3,5:00,0.211199901,Brandon Royval
UFC Fight Night: Kattar vs. Chikadze,15-Jan-22,Katlyn Chookagian,Katlyn Chookagian,Jennifer Maia,0-0,72-52,Jan-00,0-0,Women's Flyweight,U-DEC,3,5:00,0.886783846,Jennifer Maia
UFC Fight Night: Kattar vs. Chikadze,15-Jan-22,Viacheslav Borshchev,Viacheslav Borshchev,Dakota Bush,Jan-00,16-11,0-2,0-0,Lightweight,KO/TKO-Punch,1,3:47,0.97926942,Dakota Bush
UFC Fight Night: Kattar vs. Chikadze,15-Jan-22,Bill Algeo,Bill Algeo,Joanderson Brito,0-0,59-40,2-Feb,0-0,Featherweight,U-DEC,3,5:00,0.027222546,Bill Algeo
UFC Fight Night: Kattar vs. Chikadze,15-Jan-22,Jamie Pickett,Jamie Pickett,Joseph Holmes,0-0,50-51,Feb-00,0-0,Middleweight,U-DEC,3,5:00,0.295577765,Jamie Pickett
UFC Fight Night: Kattar vs. Chikadze,15-Jan-22,Court McGee,Court McGee,Ramiz Brahimaj,Jan-00,54-32,1-May,1-Jan,Welterweight,U-DEC,3,5:00,0.013546351,Court McGee
UFC Fight Night: Kattar vs. Chikadze,15-Jan-22,Brian Kelleher,Brian Kelleher,Kevin Croom,Jan-00,38-60,Jun-00,0-0,Featherweight,U-DEC,3,5:00,0.930815372,Kevin Croom
UFC Fight Night: Kattar vs. Chikadze,15-Jan-22,TJ Brown,TJ Brown,Charles Rosa,0-0,58-46,Jun-00,1-Mar,Lightweight,U-DEC,3,5:00,0.788997956,Charles Rosa
UFC Fight Night: Lewis vs. Daukaus,18-Dec-21,Derrick Lewis,Derrick Lewis,Chris Daukaus,Jan-00,14-10,0-0,0-0,Heavyweight,KO/TKO-Punches,1,3:36,0.388678373,Derrick Lewis
UFC Fight Night: Lewis vs. Daukaus,18-Dec-21,Belal Muhammad,Belal Muhammad,Stephen Thompson,0-0,58-19,Jul-00,Jan-00,Welterweight,U-DEC,3,5:00,0.731218758,Stephen Thompson
UFC Fight Night: Lewis vs. Daukaus,18-Dec-21,Amanda Lemos,Amanda Lemos,Angela Hill,Jan-00,50-48,0-1,0-0,Women's Strawweight,S-DEC,3,5:00,0.174778692,Amanda Lemos
UFC Fight Night: Lewis vs. Daukaus,18-Dec-21,Ricky Simon,Ricky Simon,Raphael Assuncao,Jan-00,18-7,Feb-00,0-0,Bantamweight,KO/TKO-Punch,2,2:14,0.002729971,Ricky Simon
UFC Fight Night: Lewis vs. Daukaus,18-Dec-21,Mateusz Gamrot,Mateusz Gamrot,Diego Ferreira,0-0,25-36,Apr-00,0-0,Lightweight,KO/TKO-Knee,2,3:26,0.113757706,Mateusz Gamrot
UFC Fight Night: Lewis vs. Daukaus,18-Dec-21,Cub Swanson,Cub Swanson,Darren Elkins,Jan-00,18-2,0-0,0-0,Featherweight,KO/TKO-Punches,1,2:12,0.420953114,Cub Swanson
UFC Fight Night: Lewis vs. Daukaus,18-Dec-21,Gerald Meerschaert,Gerald Meerschaert,Dustin Stoltzfus,0-0,12-Nov,4-Jan,1-Mar,Middleweight,SUB-Rear-Naked-Choke,3,2:58,0.454886221,Gerald Meerschaert
UFC Fight Night: Lewis vs. Daukaus,18-Dec-21,Justin Tafa,Justin Tafa,Harry Hunsucker,Jan-00,5-May,0-0,0-1,Heavyweight,KO/TKO-Kick,1,1:53,0.043228057,Justin Tafa
UFC Fight Night: Lewis vs. Daukaus,18-Dec-21,Melissa Gatto,Melissa Gatto,Sijara Eubanks,Jan-00,17-14,0-1,0-0,Women's Flyweight,KO/TKO-Kick,3,0:45,0.299507879,Melissa Gatto
UFC Fight Night: Lewis vs. Daukaus,18-Dec-21,Charles Jourdain,Charles Jourdain,Andre Ewell,0-0,137-56,0-1,0-0,Featherweight,U-DEC,3,5:00,0.528518868,Andre Ewell
UFC Fight Night: Lewis vs. Daukaus,18-Dec-21,Raquel Pennington,Raquel Pennington,Macy Chiasson,0-0,45-26,0-1,Jan-00,Women's Featherweight,SUB-Guillotine-Choke,2,3:07,0.975432042,Macy Chiasson
UFC Fight Night: Lewis vs. Daukaus,18-Dec-21,Don'Tale Mayes,Don'Tale Mayes,Josh Parisian,0-0,25-10,Jun-00,0-0,Heavyweight,KO/TKO-Elbows,3,3:26,0.712122462,Josh Parisian
UFC Fight Night: Lewis vs. Daukaus,18-Dec-21,Jordan Leavitt,Jordan Leavitt,Matt Sayles,0-0,13-Sep,1-Jan,1-Mar,Lightweight,SUB-Inverted-Triangle,2,2:05,0.673584391,Matt Sayles
UFC 269: Oliveira vs. Poirier,11-Dec-21,Charles Oliveira,Charles Oliveira,Dustin Poirier,0-1,73-58,0-0,Mar-00,Lightweight,SUB-Rear-Naked-Choke,3,1:02,0.376091314,Charles Oliveira
UFC 269: Oliveira vs. Poirier,11-Dec-21,Julianna Pena,Julianna Pena,Amanda Nunes,0-0,79-46,1-Jan,Jan-00,Women's Bantamweight,SUB-Rear-Naked-Choke,2,3:26,0.29463891,Julianna Pena
UFC 269: Oliveira vs. Poirier,11-Dec-21,Geoff Neal,Geoff Neal,Santiago Ponzinibbio,0-0,85-91,0-1,0-0,Welterweight,S-DEC,3,5:00,0.40589204,Geoff Neal
UFC 269: Oliveira vs. Poirier,11-Dec-21,Kai Kara-France,Kai Kara-France,Cody Garbrandt,Feb-00,23-9,0-0,0-0,Flyweight,KO/TKO-Punches,1,3:21,0.84270055,Cody Garbrandt
UFC 269: Oliveira vs. Poirier,11-Dec-21,Sean O'Malley,Sean O'Malley,Raulian Paiva,Jan-00,39-11,0-0,0-0,Bantamweight,KO/TKO-Punches,1,4:42,0.425511165,Sean O'Malley
UFC 269: Oliveira vs. Poirier,11-Dec-21,Josh Emmett,Josh Emmett,Dan Ige,Jan-00,60-70,0-1,0-0,Featherweight,U-DEC,3,5:00,0.112300702,Josh Emmett
UFC 269: Oliveira vs. Poirier,11-Dec-21,Dominick Cruz,Dominick Cruz,Pedro Munhoz,0-1,103-74,Jan-00,0-0,Bantamweight,U-DEC,3,5:00,0.018313543,Dominick Cruz
UFC 269: Oliveira vs. Poirier,11-Dec-21,Tai Tuivasa,Tai Tuivasa,Augusto Sakai,Jan-00,34-21,0-0,0-0,Heavyweight,KO/TKO-Punches,2,0:26,0.979080467,Augusto Sakai
UFC 269: Oliveira vs. Poirier,11-Dec-21,Bruno Silva,Bruno Silva,Jordan Wright,Jan-00,19-20,0-0,0-0,Middleweight,KO/TKO-Punches,1,1:28,0.008374719,Bruno Silva
UFC 269: Oliveira vs. Poirier,11-Dec-21,Andre Muniz,Andre Muniz,Eryk Anders,0-0,3-Aug,Feb-00,Feb-00,Middleweight,SUB-Armbar,1,3:13,0.103261708,Andre Muniz
UFC 269: Oliveira vs. Poirier,11-Dec-21,Erin Blanchfield,Erin Blanchfield,Miranda Maverick,0-0,46-21,Jul-00,Jan-00,Women's Flyweight,U-DEC,3,5:00,0.54188639,Miranda Maverick
UFC 269: Oliveira vs. Poirier,11-Dec-21,Ryan Hall,Ryan Hall,Darrick Minner,0-0,40-26,0-1,Jul-00,Featherweight,U-DEC,3,5:00,0.005022383,Ryan Hall
UFC 269: Oliveira vs. Poirier,11-Dec-21,Tony Kelley,Tony Kelley,Randy Costa,0-0,82-31,0-0,0-0,Bantamweight,KO/TKO-Elbows,2,4:15,0.774986051,Randy Costa
UFC 269: Oliveira vs. Poirier,11-Dec-21,Gillian Robertson,Gillian Robertson,Priscila Cachoeira,0-0,32-20,Jan-00,Jan-00,Women's Flyweight,SUB-Rear-Naked-Choke,1,4:59,0.246123647,Gillian Robertson
UFC Fight Night: Font vs. Aldo,4-Dec-21,Jose Aldo,Jose Aldo,Rob Font,Feb-00,86-149,0-1,Jan-00,Bantamweight,U-DEC,5,5:00,0.282087453,Jose Aldo
UFC Fight Night: Font vs. Aldo,4-Dec-21,Rafael Fiziev,Rafael Fiziev,Brad Riddell,0-0,66-59,0-1,0-0,Lightweight,KO/TKO-Kick,3,2:20,0.462599209,Rafael Fiziev
UFC Fight Night: Font vs. Aldo,4-Dec-21,Jamahal Hill,Jamahal Hill,Jimmy Crute,Jan-00,6-Apr,0-0,0-0,Light Heavyweight,KO/TKO-Punch,1,0:48,0.529331863,Jimmy Crute
UFC Fight Night: Font vs. Aldo,4-Dec-21,Clay Guida,Clay Guida,Leonardo Santos,0-1,18-41,Feb-00,Jan-00,Lightweight,SUB-Rear-Naked-Choke,2,1:21,0.814508679,Leonardo Santos
UFC Fight Night: Font vs. Aldo,4-Dec-21,Chris Curtis,Chris Curtis,Brendan Allen,Jan-00,61-43,0-0,0-1,Middleweight,KO/TKO-Knees,2,1:58,0.525916494,Brendan Allen
UFC Fight Night: Font vs. Aldo,4-Dec-21,Alex Morono,Alex Morono,Mickey Gall,Jan-00,90-65,0-0,0-0,Welterweight,U-DEC,3,5:00,0.67751717,Mickey Gall
UFC Fight Night: Font vs. Aldo,4-Dec-21,Dusko Todorovic,Dusko Todorovic,Maki Pitolo,0-0,30-13,Jan-00,0-1,Middleweight,KO/TKO-Punches,1,4:34,0.198245297,Dusko Todorovic
UFC Fight Night: Font vs. Aldo,4-Dec-21,Manel Kape,Manel Kape,Zhalgas Zhumagulov,Feb-00,53-31,0-0,0-0,Flyweight,KO/TKO-Punches,1,4:02,0.506637456,Zhalgas Zhumagulov
UFC Fight Night: Font vs. Aldo,4-Dec-21,Bryan Barberena,Bryan Barberena,Darian Weeks,0-0,108-118,0-4,0-0,Welterweight,U-DEC,3,5:00,0.72101098,Darian Weeks
UFC Fight Night: Font vs. Aldo,4-Dec-21,Cheyanne Vlismas,Cheyanne Vlismas,Mallory Martin,0-0,134-80,0-0,0-0,Women's Strawweight,U-DEC,3,5:00,0.130282525,Cheyanne Vlismas
UFC Fight Night: Font vs. Aldo,4-Dec-21,William Knight,William Knight,Alonzo Menifield,Jan-00,55-44,Jan-00,0-0,Light Heavyweight,U-DEC,3,5:00,0.491361779,William Knight
UFC Fight Night: Font vs. Aldo,4-Dec-21,Claudio Puelles,Claudio Puelles,Chris Gruetzemacher,0-0,43-38,1-Jan,Jan-00,Lightweight,SUB-Kneebar,3,3:25,0.492992759,Claudio Puelles
UFC Fight Night: Font vs. Aldo,4-Dec-21,Vince Morales,Vince Morales,Louis Smolka,Jan-00,27-23,0-0,0-0,Bantamweight,KO/TKO-Punch,1,2:02,0.075996848,Vince Morales
UFC Fight Night: Vieira vs. Tate,20-Nov-21,Ketlen Vieira,Ketlen Vieira,Miesha Tate,0-0,113-122,0-1,0-0,Women's Bantamweight,U-DEC,5,5:00,0.381238028,Ketlen Vieira
UFC Fight Night: Vieira vs. Tate,20-Nov-21,Sean Brady,Sean Brady,Michael Chiesa,0-0,18-29,1-May,0-0,Welterweight,U-DEC,3,5:00,0.930908419,Michael Chiesa
UFC Fight Night: Vieira vs. Tate,20-Nov-21,Taila Santos,Taila Santos,Joanne Wood,Feb-00,30-27,0-0,Feb-00,Women's Flyweight,SUB-Rear-Naked-Choke,1,4:49,0.318141608,Taila Santos
UFC Fight Night: Vieira vs. Tate,20-Nov-21,Rani Yahya,Rani Yahya,Kyung Ho Kang,0-1,27-43,Mar-00,Jan-00,Bantamweight,U-DEC,3,5:00,0.270084428,Rani Yahya
UFC Fight Night: Vieira vs. Tate,20-Nov-21,Adrian Yanez,Adrian Yanez,Davey Grant,0-0,100-98,0-0,0-0,Bantamweight,S-DEC,3,5:00,0.515921757,Davey Grant
UFC Fight Night: Vieira vs. Tate,20-Nov-21,Pat Sabatini,Pat Sabatini,Tucker Lutz,0-0,16-17,1-May,Mar-00,Featherweight,U-DEC,3,5:00,0.754422152,Tucker Lutz
UFC Fight Night: Vieira vs. Tate,20-Nov-21,Rafa Garcia,Rafa Garcia,Natan Levy,0-0,35-47,3-Jul,0-0,Lightweight,U-DEC,3,5:00,0.556121182,Natan Levy
UFC Fight Night: Vieira vs. Tate,20-Nov-21,Loopy Godinez,Loopy Godinez,Loma Lookboonmee,0-0,23-15,1-May,Jan-00,Women's Strawweight,U-DEC,3,5:00,0.508446693,Loma Lookboonmee
UFC Fight Night: Vieira vs. Tate,20-Nov-21,Cody Durden,Cody Durden,Aoriqileng,0-0,60-65,1-May,0-0,Flyweight,U-DEC,3,5:00,0.328276282,Cody Durden
UFC Fight Night: Vieira vs. Tate,20-Nov-21,Shayilan Nuerdanbieke,Shayilan Nuerdanbieke,Sean Soriano,0-0,17-35,2-Apr,0-0,Featherweight,U-DEC,3,5:00,0.976684861,Sean Soriano
UFC Fight Night: Vieira vs. Tate,20-Nov-21,Luana Pinheiro,Luana Pinheiro,Sam Hughes,Jan-00,60-53,Feb-00,Jan-00,Women's Strawweight,U-DEC,3,5:00,0.533631275,Sam Hughes
UFC Fight Night: Holloway vs. Rodriguez,13-Nov-21,Max Holloway,Max Holloway,Yair Rodriguez,0-0,230-159,1-Mar,Jan-00,Featherweight,U-DEC,5,5:00,0.361843287,Max Holloway
UFC Fight Night: Holloway vs. Rodriguez,13-Nov-21,Marcos Rogerio de Lima,Marcos Rogerio de Lima,Ben Rothwell,0-0,14-2,0-0,0-0,Heavyweight,KO/TKO-Punches,1,0:32,0.934531325,Ben Rothwell
UFC Fight Night: Holloway vs. Rodriguez,13-Nov-21,Felicia Spencer,Felicia Spencer,Leah Letson,0-0,56-17,1-Apr,0-0,Women's Featherweight,KO/TKO-Elbows,3,4:25,0.631081557,Leah Letson
UFC Fight Night: Holloway vs. Rodriguez,13-Nov-21,Khaos Williams,Khaos Williams,Miguel Baeza,Jan-00,49-31,0-0,0-5,Welterweight,KO/TKO-Punch,3,1:02,0.852163048,Miguel Baeza
UFC Fight Night: Holloway vs. Rodriguez,13-Nov-21,Song Yadong,Song Yadong,Julio Arce,Jan-00,30-13,0-0,0-0,Bantamweight,KO/TKO-Punches,2,1:35,0.250578846,Song Yadong
UFC Fight Night: Holloway vs. Rodriguez,13-Nov-21,Joel Alvarez,Joel Alvarez,Thiago Moises,0-0,44-11,0-0,0-0,Lightweight,KO/TKO-Elbows,1,3:01,0.638245685,Thiago Moises
UFC Fight Night: Holloway vs. Rodriguez,13-Nov-21,Andrea Lee,Andrea Lee,Cynthia Calvillo,0-0,84-47,0-1,0-0,Women's Flyweight,KO/TKO,2,5:00,0.790933332,Cynthia Calvillo
UFC Fight Night: Holloway vs. Rodriguez,13-Nov-21,Sean Woodson,Sean Woodson,Collin Anglin,Jan-00,50-8,0-0,0-0,Featherweight,KO/TKO-Punches,1,4:30,0.035984764,Sean Woodson
UFC Fight Night: Holloway vs. Rodriguez,13-Nov-21,Cortney Casey,Cortney Casey,Liana Jojua,0-0,89-34,0-2,0-0,Women's Flyweight,U-DEC,3,5:00,0.640962453,Liana Jojua
UFC Fight Night: Holloway vs. Rodriguez,13-Nov-21,Rafael Alves,Rafael Alves,Marc Diakiese,0-0,3-Jun,0-0,Jan-00,Lightweight,SUB-Guillotine-Choke,1,1:48,0.710199525,Marc Diakiese
UFC Fight Night: Holloway vs. Rodriguez,13-Nov-21,Da Woon Jung,Da Woon Jung,Kennedy Nzechukwu,Jan-00,16-6,0-0,0-0,Light Heavyweight,KO/TKO-Elbows,1,3:04,0.323592094,Da Woon Jung
UFC 268: Usman vs. Covington 2,6-Nov-21,Kamaru Usman,Kamaru Usman,Colby Covington,Feb-00,123-107,Jan-00,0-0,Welterweight,U-DEC,5,5:00,0.752479906,Colby Covington
UFC 268: Usman vs. Covington 2,6-Nov-21,Rose Namajunas,Rose Namajunas,Zhang Weili,0-0,86-83,5-Feb,0-0,Women's Strawweight,S-DEC,5,5:00,0.068494874,Rose Namajunas
UFC 268: Usman vs. Covington 2,6-Nov-21,Marlon Vera,Marlon Vera,Frankie Edgar,Jan-00,88-94,0-3,Jan-00,Bantamweight,KO/TKO-Kick,3,3:50,0.616988761,Frankie Edgar
UFC 268: Usman vs. Covington 2,6-Nov-21,Shane Burgos,Shane Burgos,Billy Quarantillo,0-0,193-164,0-0,0-0,Featherweight,U-DEC,3,5:00,0.856467211,Billy Quarantillo
UFC 268: Usman vs. Covington 2,6-Nov-21,Justin Gaethje,Justin Gaethje,Michael Chandler,Jan-00,116-103,0-1,0-0,Lightweight,U-DEC,3,5:00,0.5388632,Michael Chandler
UFC 268: Usman vs. Covington 2,6-Nov-21,Alex Pereira,Alex Pereira,Andreas Michailidis,Jan-00,3-Nov,0-2,0-0,Middleweight,KO/TKO-Flying-Knee,2,0:18,0.790119383,Andreas Michailidis
UFC 268: Usman vs. Covington 2,6-Nov-21,Bobby Green,Bobby Green,Al Iaquinta,Jan-00,28-10,0-0,0-0,Lightweight,KO/TKO-Punches,1,2:25,0.49601219,Bobby Green
UFC 268: Usman vs. Covington 2,6-Nov-21,Chris Curtis,Chris Curtis,Phil Hawes,Jan-00,21-48,0-0,0-0,Middleweight,KO/TKO-Punch,1,4:27,0.134972566,Chris Curtis
UFC 268: Usman vs. Covington 2,6-Nov-21,Nassourdine Imavov,Nassourdine Imavov,Edmen Shahbazyan,0-0,42-22,0-1,Apr-00,Middleweight,KO/TKO-Elbows,2,4:52,0.844627202,Edmen Shahbazyan
UFC 268: Usman vs. Covington 2,6-Nov-21,Ian Garry,Ian Garry,Jordan Williams,Jan-00,18-22,0-0,0-0,Welterweight,KO/TKO-Punch,1,4:59,0.924352523,Jordan Williams
UFC 268: Usman vs. Covington 2,6-Nov-21,Chris Barnett,Chris Barnett,Gian Villante,Jan-00,38-30,0-0,0-0,Heavyweight,KO/TKO-Kick,2,2:23,0.651010104,Gian Villante
UFC 268: Usman vs. Covington 2,6-Nov-21,Dustin Jacoby,Dustin Jacoby,John Allan,0-0,153-77,0-0,0-0,Light Heavyweight,U-DEC,3,5:00,0.613922712,John Allan
UFC 268: Usman vs. Covington 2,6-Nov-21,Melsik Baghdasaryan,Melsik Baghdasaryan,Bruno Souza,0-0,75-46,0-0,0-0,Featherweight,U-DEC,3,5:00,0.837140467,Bruno Souza
UFC 268: Usman vs. Covington 2,6-Nov-21,Ode Osbourne,Ode Osbourne,CJ Vergara,0-0,79-93,Jan-00,0-0,Flyweight,U-DEC,3,5:00,0.684050873,CJ Vergara
UFC 267: Blachowicz vs. Teixeira,30-Oct-21,Glover Teixeira,Glover Teixeira,Jan Blachowicz,0-0,23-28,Feb-00,Feb-00,Light Heavyweight,SUB-Rear-Naked-Choke,2,3:02,0.958129328,Jan Blachowicz
UFC 267: Blachowicz vs. Teixeira,30-Oct-21,Petr Yan,Petr Yan,Cory Sandhagen,Jan-00,149-169,0-1,Jan-00,Bantamweight,U-DEC,5,5:00,0.800974774,Cory Sandhagen
UFC 267: Blachowicz vs. Teixeira,30-Oct-21,Islam Makhachev,Islam Makhachev,Dan Hooker,0-0,4-Feb,Jan-00,Feb-00,Lightweight,SUB-Kimura,1,2:25,0.4334101,Islam Makhachev
UFC 267: Blachowicz vs. Teixeira,30-Oct-21,Alexander Volkov,Alexander Volkov,Marcin Tybura,0-0,75-58,0-0,0-0,Heavyweight,U-DEC,3,5:00,0.91604331,Marcin Tybura
UFC 267: Blachowicz vs. Teixeira,30-Oct-21,Khamzat Chimaev,Khamzat Chimaev,Li Jingliang,0-0,25-0,Jan-00,Mar-00,Welterweight,SUB-Rear-Naked-Choke,1,3:16,0.120790217,Khamzat Chimaev
UFC 267: Blachowicz vs. Teixeira,30-Oct-21,Magomed Ankalaev,Magomed Ankalaev,Volkan Oezdemir,Jan-00,66-48,Jan-00,0-0,Light Heavyweight,U-DEC,3,5:00,0.721033582,Volkan Oezdemir
UFC 267: Blachowicz vs. Teixeira,30-Oct-21,Amanda Ribas,Amanda Ribas,Virna Jandiroba,0-1,88-50,1-Jan,Jan-00,Women's Strawweight,U-DEC,3,5:00,0.677934419,Virna Jandiroba
UFC 267: Blachowicz vs. Teixeira,30-Oct-21,Zubaira Tukhugov,Zubaira Tukhugov,Ricardo Ramos,0-0,77-68,Feb-00,0-0,Featherweight,U-DEC,3,5:00,0.057595943,Zubaira Tukhugov
UFC 267: Blachowicz vs. Teixeira,30-Oct-21,Albert Duraev,Albert Duraev,Roman Kopylov,0-1,71-42,1-Jan,Jan-00,Middleweight,U-DEC,3,5:00,0.917654668,Roman Kopylov
UFC 267: Blachowicz vs. Teixeira,30-Oct-21,Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos,Benoit Saint Denis,0-0,149-67,0-2,0-0,Welterweight,U-DEC,3,5:00,0.513875778,Benoit Saint Denis
UFC 267: Blachowicz vs. Teixeira,30-Oct-21,Michal Oleksiejczuk,Michal Oleksiejczuk,Shamil Gamzatov,Jan-00,32-35,0-0,0-0,Light Heavyweight,KO/TKO-Punch,1,3:31,0.810016046,Shamil Gamzatov
UFC 267: Blachowicz vs. Teixeira,30-Oct-21,Lerone Murphy,Lerone Murphy,Makwan Amirkhani,Jan-00,4-Apr,0-5,0-0,Featherweight,KO/TKO-Knee,2,0:14,0.196943095,Lerone Murphy
